,tm,temperature,rainfall,windspeed,humidity,ss,solar_radiation
1382,2023-10-01 14:00,23.3,0,3.5,36,1.0,2.76
1383,2023-10-01 15:00,23.4,0,3.6,36,1.0,2.32
1384,2023-10-01 16:00,23.3,0,2.7,36,1.0,1.73
1385,2023-10-01 17:00,22.7,0,1.8,37,1.0,1.0
1386,2023-10-01 18:00,20.2,0,1.3,53,0.7,0.28
1387,2023-10-01 19:00,18.6,0,1.9,60,0.0,0.0
1388,2023-10-01 20:00,17.5,0,1.4,61,0,0
1389,2023-10-01 21:00,17.4,0,2.7,66,0,0
1390,2023-10-01 22:00,16.4,0,1.9,70,0,0
1391,2023-10-01 23:00,15.5,0,1.0,75,0,0
1392,2023-10-02 00:00,15.3,0,2.1,75,0,0
1393,2023-10-02 01:00,14.8,0,1.3,73,0,0
1394,2023-10-02 02:00,14.0,0,1.4,77,0,0
1395,2023-10-02 03:00,14.5,0,1.9,69,0,0
1396,2023-10-02 04:00,14.6,0,2.2,65,0,0
1397,2023-10-02 05:00,14.2,0,1.9,66,0,0
1398,2023-10-02 06:00,14.2,0,1.6,67,0,0
1399,2023-10-02 07:00,14.7,0,2.2,68,0.0,0.05
1400,2023-10-02 08:00,16.3,0,2.6,66,0.5,0.56
1401,2023-10-02 09:00,17.2,0,2.2,67,0.3,0.85
1402,2023-10-02 10:00,19.2,0,2.5,63,0.6,1.46
1403,2023-10-02 11:00,21.4,0,1.6,51,1.0,2.6
1404,2023-10-02 12:00,22.3,0,2.6,38,1.0,2.92
1405,2023-10-02 13:00,23.1,0,2.5,31,1.0,2.98
1406,2023-10-02 14:00,23.3,0,3.0,25,1.0,2.79
1407,2023-10-02 15:00,23.2,0,2.9,41,1.0,2.36
1408,2023-10-02 16:00,22.0,0,3.4,41,1.0,1.71
1409,2023-10-02 17:00,21.2,0,2.9,44,1.0,0.97
1410,2023-10-02 18:00,19.6,0,2.1,47,0.7,0.27
1411,2023-10-02 19:00,18.5,0,2.3,50,0.0,0.0
1412,2023-10-02 20:00,18.0,0,1.5,52,0,0
1413,2023-10-02 21:00,17.0,0,2.1,57,0,0
1414,2023-10-02 22:00,16.3,0,2.5,62,0,0
1415,2023-10-02 23:00,15.2,0,0.2,66,0,0
1416,2023-10-03 00:00,14.8,0,0.5,68,0,0
1417,2023-10-03 01:00,15.4,0,1.8,66,0,0
1418,2023-10-03 02:00,14.9,0,1.3,68,0,0
1419,2023-10-03 03:00,14.4,0,1.2,71,0,0
1420,2023-10-03 04:00,14.2,0,1.1,72,0,0
1421,2023-10-03 05:00,15.3,0,2.8,67,0,0
1422,2023-10-03 06:00,14.5,0,1.2,73,0,0
1423,2023-10-03 07:00,14.6,0,1.6,75,0.0,0.03
1424,2023-10-03 08:00,15.0,0,1.3,79,0.0,0.36
1425,2023-10-03 09:00,17.6,0,0.2,72,0.0,0.74
1426,2023-10-03 10:00,20.1,0,1.1,65,0.3,1.18
1427,2023-10-03 11:00,21.5,0,1.3,60,0.3,1.43
1428,2023-10-03 12:00,21.3,0,1.5,62,0.0,0.75
1429,2023-10-03 13:00,21.4,0,2.3,62,0.0,0.83
1430,2023-10-03 14:00,20.3,0,3.2,65,0.0,0.54
1431,2023-10-03 15:00,20.0,0,2.8,68,0.0,0.44
1432,2023-10-03 16:00,19.7,0,2.5,71,0.0,0.26
1433,2023-10-03 17:00,18.7,0.0,1.6,81,0.0,0.1
1434,2023-10-03 18:00,17.7,0.5,1.8,87,0.0,0.03
1435,2023-10-03 19:00,17.4,0.0,1.0,87,0.0,0.0
1436,2023-10-03 20:00,17.3,0,1.1,90,0,0
1437,2023-10-03 21:00,17.1,0,1.7,90,0,0
1438,2023-10-03 22:00,17.1,0,1.6,89,0,0
1439,2023-10-03 23:00,17.0,0,2.4,88,0,0
1440,2023-10-04 00:00,16.6,0,1.7,86,0,0
1441,2023-10-04 01:00,16.4,0,3.3,86,0,0
1442,2023-10-04 02:00,15.9,0,2.1,86,0,0
1443,2023-10-04 03:00,15.9,0,2.9,86,0,0
1444,2023-10-04 04:00,15.4,0,2.2,88,0,0
1445,2023-10-04 05:00,15.2,0,2.6,88,0,0
1446,2023-10-04 06:00,14.5,0,1.2,90,0,0
1447,2023-10-04 07:00,14.9,0,2.0,88,0.0,0.05
1448,2023-10-04 08:00,16.1,0,2.2,85,0.5,0.48
1449,2023-10-04 09:00,18.0,0,1.8,75,1.0,1.09
1450,2023-10-04 10:00,20.5,0,0.9,63,1.0,1.87
1451,2023-10-04 11:00,21.5,0,3.8,49,1.0,2.36
1452,2023-10-04 12:00,23.2,0,2.5,46,1.0,2.76
1453,2023-10-04 13:00,24.2,0,1.3,39,1.0,2.71
1454,2023-10-04 14:00,24.0,0,2.6,39,1.0,2.44
1455,2023-10-04 15:00,24.2,0,2.7,37,0.9,1.66
1456,2023-10-04 16:00,23.9,0,2.6,40,1.0,1.49
1457,2023-10-04 17:00,22.9,0,2.1,46,0.9,0.86
1458,2023-10-04 18:00,20.8,0,0.6,59,0.4,0.26
1459,2023-10-04 19:00,20.3,0,2.6,56,0.0,0.0
1460,2023-10-04 20:00,19.9,0,2.2,59,0,0
1461,2023-10-04 21:00,19.9,0,1.8,59,0,0
1462,2023-10-04 22:00,19.9,0,0.9,59,0,0
1463,2023-10-04 23:00,18.7,0,0.4,67,0,0
1464,2023-10-05 00:00,18.6,0,0.3,68,0,0
1465,2023-10-05 01:00,19.3,0,1.4,62,0,0
1466,2023-10-05 02:00,19.9,0,2.3,61,0,0
1467,2023-10-05 03:00,19.1,0,2.6,62,0,0
1468,2023-10-05 04:00,17.3,0,2.9,51,0,0
1469,2023-10-05 05:00,16.6,0,2.0,50,0,0
1470,2023-10-05 06:00,16.0,0,3.8,36,0,0
1471,2023-10-05 07:00,14.9,0,3.3,32,0.0,0.02
1472,2023-10-05 08:00,14.3,0,3.2,38,0.0,0.23
1473,2023-10-05 09:00,14.9,0,3.2,39,0.0,0.71
1474,2023-10-05 10:00,16.4,0,2.9,35,0.7,1.98
1475,2023-10-05 11:00,17.4,0,3.8,34,1.0,2.57
1476,2023-10-05 12:00,18.6,0,2.5,34,1.0,2.87
1477,2023-10-05 13:00,19.7,0,3.0,27,1.0,2.94
1478,2023-10-05 14:00,20.1,0,3.2,26,1.0,2.76
1479,2023-10-05 15:00,20.0,0,2.7,26,1.0,2.34
1480,2023-10-05 16:00,20.5,0,2.4,27,1.0,1.69
1481,2023-10-05 17:00,19.8,0,1.9,29,1.0,0.97
1482,2023-10-05 18:00,17.3,0,1.7,37,0.6,0.23
1483,2023-10-05 19:00,15.2,0,2.0,45,0.0,0.0
1484,2023-10-05 20:00,15.1,0,2.6,45,0,0
1485,2023-10-05 21:00,14.3,0,1.6,48,0,0
1486,2023-10-05 22:00,13.2,0,1.3,53,0,0
1487,2023-10-05 23:00,13.1,0,2.3,53,0,0
1488,2023-10-06 00:00,12.8,0,2.6,55,0,0
1489,2023-10-06 01:00,12.5,0,2.8,56,0,0
1490,2023-10-06 02:00,12.8,0,2.3,55,0,0
1491,2023-10-06 03:00,11.8,0,1.3,59,0,0
1492,2023-10-06 04:00,11.7,0,2.3,59,0,0
1493,2023-10-06 05:00,12.4,0,2.0,56,0,0
1494,2023-10-06 06:00,12.0,0,2.0,59,0,0
1495,2023-10-06 07:00,12.1,0,2.1,60,0.0,0.02
1496,2023-10-06 08:00,13.6,0,2.6,56,0.5,0.42
1497,2023-10-06 09:00,16.4,0,3.0,47,1.0,1.41
1498,2023-10-06 10:00,17.6,0,2.3,43,0.9,1.82
1499,2023-10-06 11:00,19.0,0,2.0,43,1.0,2.3
1500,2023-10-06 12:00,21.1,0,1.1,41,0.9,2.41
1501,2023-10-06 13:00,21.8,0,1.5,36,1.0,2.82
1502,2023-10-06 14:00,22.7,0,2.0,42,1.0,2.59
1503,2023-10-06 15:00,21.7,0,1.7,43,1.0,1.97
1504,2023-10-06 16:00,20.5,0,2.8,47,0.8,1.29
1505,2023-10-06 17:00,19.0,0,1.6,51,0.2,0.48
1506,2023-10-06 18:00,17.9,0,0.6,56,0.1,0.13
1507,2023-10-06 19:00,16.9,0,0.7,62,0.0,0.0
1508,2023-10-06 20:00,16.4,0,1.4,64,0,0
1509,2023-10-06 21:00,16.3,0,2.0,65,0,0
1510,2023-10-06 22:00,16.1,0,1.6,67,0,0
1511,2023-10-06 23:00,16.1,0,1.9,67,0,0
1512,2023-10-07 00:00,16.1,0,1.9,66,0,0
1513,2023-10-07 01:00,15.5,0,0.7,69,0,0
1514,2023-10-07 02:00,15.1,0,1.7,74,0,0
1515,2023-10-07 03:00,14.9,0,0.4,73,0,0
1516,2023-10-07 04:00,14.4,0,0.6,74,0,0
1517,2023-10-07 05:00,14.4,0,1.3,73,0,0
1518,2023-10-07 06:00,14.1,0,0.8,72,0,0
1519,2023-10-07 07:00,14.2,0,1.0,72,0.0,0.02
1520,2023-10-07 08:00,14.8,0,0.4,75,0.0,0.24
1521,2023-10-07 09:00,18.6,0,2.1,65,0.7,1.12
1522,2023-10-07 10:00,19.6,0,2.0,59,0.1,1.15
1523,2023-10-07 11:00,20.7,0,2.9,53,0.8,1.82
1524,2023-10-07 12:00,21.3,0,3.3,46,0.6,1.87
1525,2023-10-07 13:00,21.8,0,2.5,45,0.6,2.26
1526,2023-10-07 14:00,20.8,0,3.3,45,0.2,1.46
1527,2023-10-07 15:00,20.4,0,1.9,49,0.0,0.7
1528,2023-10-07 16:00,19.9,0,1.5,51,0.0,0.56
1529,2023-10-07 17:00,19.3,0,1.9,57,0.0,0.29
1530,2023-10-07 18:00,18.2,0,2.4,67,0.0,0.05
1531,2023-10-07 19:00,17.1,0.0,2.0,76,0,0
1532,2023-10-07 20:00,16.8,0,3.1,79,0,0
1533,2023-10-07 21:00,16.8,0,2.2,79,0,0
1534,2023-10-07 22:00,17.2,0,2.1,74,0,0
1535,2023-10-07 23:00,18.2,0,1.8,63,0,0
1536,2023-10-08 00:00,18.3,0,1.9,60,0,0
1537,2023-10-08 01:00,19.1,0,3.3,54,0,0
1538,2023-10-08 02:00,19.1,0,3.5,52,0,0
1539,2023-10-08 03:00,19.1,0,4.3,53,0,0
1540,2023-10-08 04:00,18.9,0,3.4,56,0,0
1541,2023-10-08 05:00,18.8,0,3.5,55,0,0
1542,2023-10-08 06:00,18.4,0,2.8,57,0,0
1543,2023-10-08 07:00,18.4,0,2.1,56,0.0,0.01
1544,2023-10-08 08:00,18.3,0,2.5,56,0.0,0.17
1545,2023-10-08 09:00,18.5,0,2.8,54,0.0,0.35
1546,2023-10-08 10:00,18.5,0,1.7,57,0.0,0.32
1547,2023-10-08 11:00,18.4,0,2.9,60,0.0,0.31
1548,2023-10-08 12:00,19.4,0,3.3,61,0.0,0.67
1549,2023-10-08 13:00,18.8,0,4.5,66,0.0,0.76
1550,2023-10-08 14:00,18.5,0,3.7,73,0.0,1.07
1551,2023-10-08 15:00,18.5,0,4.0,76,0.1,0.78
1552,2023-10-08 16:00,17.7,0,2.4,75,0.1,0.73
1553,2023-10-08 17:00,17.3,0,3.1,73,0.0,0.17
1554,2023-10-08 18:00,17.6,0,2.5,66,0.0,0.06
1555,2023-10-08 19:00,16.8,0,2.5,77,0,0
1556,2023-10-08 20:00,17.2,0.0,3.0,76,0,0
1557,2023-10-08 21:00,17.6,0,3.3,77,0,0
1558,2023-10-08 22:00,17.2,0.0,3.2,81,0,0
1559,2023-10-08 23:00,17.3,0,2.6,80,0,0
1560,2023-10-09 00:00,17.2,0,2.6,81,0,0
1561,2023-10-09 01:00,16.9,0.0,2.1,83,0,0
1562,2023-10-09 02:00,17.1,0,2.9,80,0,0
1563,2023-10-09 03:00,16.7,0,2.2,81,0,0
1564,2023-10-09 04:00,16.7,0,3.4,83,0,0
1565,2023-10-09 05:00,16.5,0.0,2.9,86,0,0
1566,2023-10-09 06:00,16.4,0,3.2,89,0,0
1567,2023-10-09 07:00,16.1,0.2,3.4,93,0.0,0.03
1568,2023-10-09 08:00,16.7,0,2.9,88,0.0,0.26
1569,2023-10-09 09:00,18.0,0,2.9,80,0.0,0.61
1570,2023-10-09 10:00,18.7,0,2.7,76,0.0,0.77
1571,2023-10-09 11:00,19.9,0,3.2,67,0.3,1.62
1572,2023-10-09 12:00,20.0,0,2.0,65,0.0,0.79
1573,2023-10-09 13:00,20.5,0,2.5,64,0.0,0.89
1574,2023-10-09 14:00,19.7,0,2.6,71,0.0,0.51
1575,2023-10-09 15:00,19.7,0,2.0,71,0.0,0.47
1576,2023-10-09 16:00,20.0,0,1.9,69,0.1,0.66
1577,2023-10-09 17:00,19.4,0,1.6,69,0.0,0.32
1578,2023-10-09 18:00,18.4,0,0.7,74,0.0,0.09
1579,2023-10-09 19:00,17.5,0,0.8,80,0,0
1580,2023-10-09 20:00,17.1,0,1.6,83,0,0
1581,2023-10-09 21:00,16.6,0,1.7,85,0,0
1582,2023-10-09 22:00,16.1,0,1.3,88,0,0
1583,2023-10-09 23:00,15.6,0,0.4,90,0,0
1584,2023-10-10 00:00,15.1,0,0.5,91,0,0
1585,2023-10-10 01:00,14.6,0,0.5,92,0,0
1586,2023-10-10 02:00,14.1,0,1.8,94,0,0
1587,2023-10-10 03:00,14.9,0,2.9,91,0,0
1588,2023-10-10 04:00,15.1,0,3.3,84,0,0
1589,2023-10-10 05:00,15.5,0,3.1,78,0,0
1590,2023-10-10 06:00,14.3,0,0.9,81,0,0
1591,2023-10-10 07:00,14.4,0,1.6,81,0.0,0.02
1592,2023-10-10 08:00,16.5,0,3.4,71,0.9,0.53
1593,2023-10-10 09:00,17.7,0,3.1,68,1.0,1.29
1594,2023-10-10 10:00,18.8,0,4.1,57,1.0,1.95
1595,2023-10-10 11:00,20.3,0,2.9,54,1.0,2.46
1596,2023-10-10 12:00,20.0,0,2.2,55,0.2,1.18
1597,2023-10-10 13:00,20.6,0,2.6,54,0.5,1.88
1598,2023-10-10 14:00,21.3,0,3.7,47,0.8,2.34
1599,2023-10-10 15:00,20.9,0,4.3,43,1.0,2.04
1600,2023-10-10 16:00,20.0,0,2.4,53,0.9,1.11
1601,2023-10-10 17:00,19.3,0,2.8,58,0.7,0.6
1602,2023-10-10 18:00,18.1,0,2.1,65,0.0,0.12
1603,2023-10-10 19:00,18.0,0,1.8,67,0,0
1604,2023-10-10 20:00,18.0,0,2.7,68,0,0
1605,2023-10-10 21:00,17.5,0,2.3,68,0,0
1606,2023-10-10 22:00,17.4,0,3.1,68,0,0
1607,2023-10-10 23:00,17.2,0,2.7,70,0,0
1608,2023-10-11 00:00,16.7,0,2.3,72,0,0
1609,2023-10-11 01:00,16.4,0,2.5,74,0,0
1610,2023-10-11 02:00,16.0,0,2.5,75,0,0
1611,2023-10-11 03:00,15.8,0,2.5,76,0,0
1612,2023-10-11 04:00,15.6,0,2.5,76,0,0
1613,2023-10-11 05:00,15.4,0,1.8,76,0,0
1614,2023-10-11 06:00,15.1,0,2.8,77,0,0
1615,2023-10-11 07:00,15.4,0,2.1,74,0.0,0.02
1616,2023-10-11 08:00,16.2,0,1.7,71,0.3,0.29
1617,2023-10-11 09:00,19.2,0,2.9,54,1.0,1.27
1618,2023-10-11 10:00,20.6,0,3.3,40,1.0,1.92
1619,2023-10-11 11:00,21.2,0,4.1,39,0.9,2.28
1620,2023-10-11 12:00,21.4,0,3.6,39,0.8,2.29
1621,2023-10-11 13:00,21.7,0,3.3,30,0.9,2.52
1622,2023-10-11 14:00,21.5,0,3.7,35,0.9,2.44
1623,2023-10-11 15:00,21.4,0,3.4,35,1.0,2.16
1624,2023-10-11 16:00,20.9,0,2.2,35,1.0,1.53
1625,2023-10-11 17:00,19.7,0,2.6,41,1.0,0.83
1626,2023-10-11 18:00,17.9,0,2.5,43,0.3,0.14
1627,2023-10-11 19:00,17.2,0,1.6,45,0,0
1628,2023-10-11 20:00,16.3,0,1.9,47,0,0
1629,2023-10-11 21:00,15.8,0,1.6,50,0,0
1630,2023-10-11 22:00,14.2,0,0.5,61,0,0
1631,2023-10-11 23:00,13.7,0,1.0,65,0,0
1632,2023-10-12 00:00,13.6,0,1.2,65,0,0
1633,2023-10-12 01:00,13.3,0,2.5,65,0,0
1634,2023-10-12 02:00,13.9,0,1.6,62,0,0
1635,2023-10-12 03:00,12.7,0,1.9,67,0,0
1636,2023-10-12 04:00,11.7,0,0.8,73,0,0
1637,2023-10-12 05:00,12.8,0,2.2,68,0,0
1638,2023-10-12 06:00,12.5,0,2.4,68,0,0
1639,2023-10-12 07:00,12.8,0,2.3,68,0.0,0.03
1640,2023-10-12 08:00,14.9,0,2.2,62,0.8,0.51
1641,2023-10-12 09:00,18.3,0,1.5,53,1.0,1.25
1642,2023-10-12 10:00,19.6,0,2.7,51,1.0,1.9
1643,2023-10-12 11:00,20.1,0,2.6,51,0.6,1.66
1644,2023-10-12 12:00,20.3,0,2.5,51,0.5,1.79
1645,2023-10-12 13:00,21.1,0,4.7,46,0.8,2.16
1646,2023-10-12 14:00,21.4,0,4.4,45,1.0,2.45
1647,2023-10-12 15:00,20.9,0,4.8,48,1.0,2.02
1648,2023-10-12 16:00,20.8,0,2.4,46,1.0,1.48
1649,2023-10-12 17:00,19.8,0,2.4,47,1.0,0.79
1650,2023-10-12 18:00,17.9,0,1.9,54,0.2,0.1
1651,2023-10-12 19:00,17.3,0,2.3,57,0,0
1652,2023-10-12 20:00,15.7,0,0.2,64,0,0
1653,2023-10-12 21:00,14.7,0,1.1,70,0,0
1654,2023-10-12 22:00,14.3,0,1.0,73,0,0
1655,2023-10-12 23:00,14.2,0,1.1,73,0,0
1656,2023-10-13 00:00,14.3,0,0.6,73,0,0
1657,2023-10-13 01:00,13.7,0,0.1,76,0,0
1658,2023-10-13 02:00,13.3,0,0.3,79,0,0
1659,2023-10-13 03:00,13.8,0,0.9,77,0,0
1660,2023-10-13 04:00,14.0,0,1.5,76,0,0
1661,2023-10-13 05:00,13.9,0,1.5,76,0,0
1662,2023-10-13 06:00,13.9,0,1.7,76,0,0
1663,2023-10-13 07:00,13.7,0,1.5,78,0.0,0.01
1664,2023-10-13 08:00,14.9,0,1.5,77,0.0,0.26
1665,2023-10-13 09:00,17.2,0,2.3,65,0.6,0.97
1666,2023-10-13 10:00,19.6,0,2.0,59,0.8,1.53
1667,2023-10-13 11:00,21.6,0,2.4,52,0.9,1.96
1668,2023-10-13 12:00,21.7,0,3.2,47,1.0,2.29
1669,2023-10-13 13:00,22.2,0,3.7,42,0.8,2.19
1670,2023-10-13 14:00,22.3,0,2.6,45,0.9,2.25
1671,2023-10-13 15:00,21.6,0,2.4,51,0.7,1.74
1672,2023-10-13 16:00,20.7,0,1.9,54,0.4,1.07
1673,2023-10-13 17:00,19.6,0,1.5,57,0.3,0.56
1674,2023-10-13 18:00,18.7,0,0.6,61,0.0,0.07
1675,2023-10-13 19:00,17.9,0,0.4,65,0,0
1676,2023-10-13 20:00,17.0,0,0.7,69,0,0
1677,2023-10-13 21:00,16.5,0,1.0,71,0,0
1678,2023-10-13 22:00,16.4,0,0.6,73,0,0
1679,2023-10-13 23:00,16.1,0,1.4,74,0,0
1680,2023-10-14 00:00,15.7,0,1.8,77,0,0
1681,2023-10-14 01:00,15.2,0,2.1,79,0,0
1682,2023-10-14 02:00,15.3,0,1.5,78,0,0
1683,2023-10-14 03:00,15.2,0,1.5,79,0,0
1684,2023-10-14 04:00,14.5,0,1.4,82,0,0
1685,2023-10-14 05:00,14.6,0,0.4,82,0,0
1686,2023-10-14 06:00,14.5,0,1.3,83,0,0
1687,2023-10-14 07:00,14.0,0,0.2,87,0.0,0.02
1688,2023-10-14 08:00,15.4,0,0.1,84,0.2,0.3
1689,2023-10-14 09:00,17.7,0,0.5,73,0.4,0.81
1690,2023-10-14 10:00,20.8,0,1.3,60,0.9,1.57
1691,2023-10-14 11:00,22.3,0,2.1,46,1.0,2.25
1692,2023-10-14 12:00,22.9,0,2.2,39,1.0,2.58
1693,2023-10-14 13:00,22.1,0,1.8,45,0.4,1.66
1694,2023-10-14 14:00,21.9,0,2.3,52,0.3,1.27
1695,2023-10-14 15:00,23.2,0,2.6,48,0.7,1.65
1696,2023-10-14 16:00,23.1,0,2.5,39,1.0,1.35
1697,2023-10-14 17:00,21.5,0,2.6,41,0.5,0.5
1698,2023-10-14 18:00,19.7,0,2.7,55,0.0,0.07
1699,2023-10-14 19:00,18.2,0.0,2.2,64,0,0
1700,2023-10-14 20:00,14.8,3.1,0.6,90,0,0
1701,2023-10-14 21:00,13.5,0,1.9,92,0,0
1702,2023-10-14 22:00,13.8,0,1.9,86,0,0
1703,2023-10-14 23:00,12.8,0,1.7,92,0,0
1704,2023-10-15 00:00,13.5,0,2.2,87,0,0
1705,2023-10-15 01:00,13.6,0,1.8,85,0,0
1706,2023-10-15 02:00,13.4,0,2.4,84,0,0
1707,2023-10-15 03:00,13.2,0,2.7,84,0,0
1708,2023-10-15 04:00,13.5,0,1.5,80,0,0
1709,2023-10-15 05:00,13.7,0,3.6,78,0,0
1710,2023-10-15 06:00,13.7,0,2.8,77,0,0
1711,2023-10-15 07:00,14.0,0,2.6,75,0.0,0.02
1712,2023-10-15 08:00,14.8,0,3.2,72,0.7,0.45
1713,2023-10-15 09:00,16.6,0,2.8,63,1.0,1.2
1714,2023-10-15 10:00,17.7,0,4.3,54,1.0,1.86
1715,2023-10-15 11:00,18.7,0,5.5,52,1.0,2.35
1716,2023-10-15 12:00,19.5,0,4.2,51,1.0,2.61
1717,2023-10-15 13:00,20.5,0,3.3,49,1.0,2.69
1718,2023-10-15 14:00,20.8,0,3.7,46,1.0,2.5
1719,2023-10-15 15:00,21.3,0,3.5,42,1.0,2.05
1720,2023-10-15 16:00,21.3,0,3.0,43,1.0,1.42
1721,2023-10-15 17:00,20.4,0,2.1,46,1.0,0.73
1722,2023-10-15 18:00,18.2,0,1.8,53,0.2,0.09
1723,2023-10-15 19:00,16.5,0,1.9,60,0,0
1724,2023-10-15 20:00,16.3,0,1.6,62,0,0
1725,2023-10-15 21:00,15.7,0,0.5,65,0,0
1726,2023-10-15 22:00,15.8,0,1.4,64,0,0
1727,2023-10-15 23:00,15.4,0,1.6,64,0,0
